question,answer,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
COc1ccccc1OCCNC[C@@H](O)c1ccc(O)c(O)c1
COc1cc(CCNCCc2ccc(O)c(O)c2)ccc1OCCCc1ccccc1
COc1cc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1
COc1ccccc1OCCNC[C@H](O)c1ccc(O)c(O)c1
COc1cc(CCNC[C@@H](O)c2ccc(O)c(O)c2)ccc1OCCCc1ccccc1
COc1ccccc1OCCNCCc1ccc(O)c(O)c1
COc1cc(CCNC[C@H](O)c2ccc(O)c(O)c2)ccc1OCCCc1ccccc1
COc1cc(CCNC[C@@H](O)c2ccc(O)c3c2OCC(=O)N3)ccc1OCCCc1ccccc1
COc1cc(CCNC[C@H](O)c2ccc(O)c3c2OCC(=O)N3)ccc1OCCCc1ccccc1
CC(C)NCC(O)c1ccc(O)c(O)c1

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - RingCount <= 2.0
 - TPSA >= 91.18

Output format:
Print each satisfying SMILES on its own line, and nothing else.","COc1ccccc1OCCNC[C@@H](O)c1ccc(O)c(O)c1
COc1ccccc1OCCNC[C@H](O)c1ccc(O)c(O)c1",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
CNc1ncnc2c1ncn2/C=C/c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1C
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)nn2C)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21
Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - HeavyAtoms <= 35.5
 - AromaticRings <= 4.0

Output format:
Print each satisfying SMILES on its own line, and nothing else.","Cc1ccc(C(=O)Nc2cc(C(C)(C)C)nn2C)cc1/C=C/n1cnc2c(NC3CC3)ncnc21
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
CCCC(C)N(CC(=O)NO)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1
O=C(CN(Cc1ccccc1)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)NO
O=C(CN(CCCc1ccccc1)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)NO
O=C(CN(C(=O)CN(C(=O)Nc1ccc(Oc2ccccc2)cc1)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1)NO
O=C(CN(C(=O)CN(C(=O)Nc1ccc(Oc2ccccc2)cc1)C1CCCc2ccccc21)C1CCCc2ccccc21)NO
O=C(CN(CCCCc1ccccc1)C(=O)CN(CCCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)NO
O=C(CN(CCc1ccc(F)cc1)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1)NO
CCC(C)N(CC(=O)N(CC(=O)NO)C(C)C)C(=O)Nc1ccc(Oc2ccccc2)cc1
CCCCN(CC(=O)N(CC(=O)NO)C(C)CC)C(=O)Nc1ccc(Oc2ccccc2)cc1
CCCCCN(CC(=O)NO)C(=O)CN(CCCc1ccccc1)C(=O)Nc1ccc(Oc2ccccc2)cc1

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - FractionCSP3 >= 0.32
 - AromaticRings <= 3.6

Output format:
Print each satisfying SMILES on its own line, and nothing else.","CCC(C)N(CC(=O)N(CC(=O)NO)C(C)C)C(=O)Nc1ccc(Oc2ccccc2)cc1
CCCCN(CC(=O)N(CC(=O)NO)C(C)CC)C(=O)Nc1ccc(Oc2ccccc2)cc1",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
COC(=O)[C@H]1[C@@H](c2ccc(Cl)c(C)c2)C[C@H]2CC[C@H]1N2C.Cl
COC(=O)[C@H]1[C@@H](c2cc(I)c(OC)c(I)c2)C[C@H]2CC[C@H]1N2C.Cl
COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC2CCC2)N3C)cc1.Cl
COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC2CC2)N3C)cc1.Cl
COC(=O)[C@H]1[C@@H](c2ccc(OC)c(F)c2)C[C@H]2CC[C@H]1N2C.Cl
COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2c2cc(-c4ccc(C)cc4)no2)N3C)cc1.Cl
COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OCCc2ccc([N+](=O)[O-])cc2)N3C)cc1.Cl
COC(=O)[C@H]1[C@@H](c2ccc(OC)cc2)C[C@H]2CC[C@H]1N2C.Cl
COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OCCc2ccc(N)cc2)N3C)cc1.Cl
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - TPSA <= 38.77
 - RingCount >= 4.0

Output format:
Print each satisfying SMILES on its own line, and nothing else.","COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC2CCC2)N3C)cc1.Cl
COc1ccc([C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC2CC2)N3C)cc1.Cl",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
O=C(CNC(=O)C1CCCCC1C(=O)O)NO
CCN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O
CCN(CC(=O)O)C(=O)C1CCCCC1C(=O)O
CN(CC(=O)NO)C(=O)C1CCCCC1C(=O)O
O=C(O)C1CCCCC1C(=O)CCS
CN(CC(=O)NO)C(=O)C1CCCC1C(=O)O
O=C(O)C1CCCCC1C(=O)NCCS
CC(C)N(CC(=O)NO)C(=O)C1CCCCC1C(=O)O
O=C(O)C1CCCC1C(=O)NCCS
C[C@H](CC(=O)N1CCCC1C(=O)O)C(=O)O

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - HeavyAtoms <= 18
 - TPSA <= 106

Output format:
Print each satisfying SMILES on its own line, and nothing else.","CCN(CC(=O)O)C(=O)C1CCCCC1C(=O)O
O=C(O)C1CCCCC1C(=O)CCS
O=C(O)C1CCCCC1C(=O)NCCS
O=C(O)C1CCCC1C(=O)NCCS
C[C@H](CC(=O)N1CCCC1C(=O)O)C(=O)O",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
COc1cc(CN2CCC(C(=O)N(Cc3cc(Cl)c4c(c3)OCCCO4)CC(C)C)C2)ccc1F
CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)[C@@H]1CCN(Cc2ccnc3[nH]ccc23)C1
COc1ccccc1CN1CC[C@@H](C(=O)N(Cc2cc(Cl)c3c(c2)OCCCO3)CC(C)C)C1
CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)C(C)CNCc1c(F)cc(F)cc1F
CCC(CNCc1ccccc1OC)C(=O)N(Cc1cc(Cl)c2c(c1)OCCCO2)CC(C)C
Cc1ccc(C)c(CN2CCCC(C(=O)N(Cc3cc(Cl)c4c(c3)CCCCO4)CC(C)C)C2)c1
CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)C1CCN(Cc2cccc3c2OCC3)C1
CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)C(C)CNCc1cccc(C(C)C)c1
CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)C(C)CNCc1ccc(F)c(N)c1
CCc1cccc(CN2CCC(C(=O)N(Cc3cc(Cl)c4c(c3)OCCCO4)CC(C)C)C2)c1

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - TPSA >= 53.88
 - HeavyAtoms >= 35.0

Output format:
Print each satisfying SMILES on its own line, and nothing else.",CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(=O)[C@@H]1CCN(Cc2ccnc3[nH]ccc23)C1,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
C[C@H](N)Cc1c[nH]c2ccc(O)cc12
C[C@H](N)Cc1c[nH]c2ccccc12
C[C@@H](N)Cc1c[nH]c2ccc(O)cc12
COc1ccc2c(C[C@@H](C)N)c[nH]c2c1
COc1ccc2c(C[C@H](C)N)c[nH]c2c1
COc1ccc2[nH]cc(C[C@@H](C)N)c2c1
COc1ccc2[nH]cc(CCN)c2c1
COc1ccc2[nH]cc(C[C@H](C)N)c2c1
COc1cccc2[nH]cc(C[C@H](C)N)c12
COc1cccc2[nH]cc(C[C@@H](C)N)c12

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - TPSA <= 51.04
 - FractionCSP3 <= 0.31
 - HeteroAtoms >= 3.0

Output format:
Print each satisfying SMILES on its own line, and nothing else.",COc1ccc2[nH]cc(CCN)c2c1,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)Nc3cccc(Cl)c3)o2)cc1
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)c3ccccc3)o2)cc1
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)c3cccc(Cl)c3)o2)cc1
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)Nc3ccccc3)o2)cc1
COc1ccc(NC(=O)CSc2nnc(-c3ccc(S(N)(=O)=O)cc3)o2)cc1
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)Nc3ccc(Br)cc3)o2)cc1
CC(=O)Nc1nnc(S(N)(=O)=O)s1
Cc1ccc(C(=O)CSc2nnc(-c3ccc(S(N)(=O)=O)cc3)o2)cc1
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)c3ccc(F)cc3)o2)cc1
NS(=O)(=O)c1ccc(-c2nnc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)o2)cc1

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - TPSA <= 116.15
 - HeavyAtoms >= 26.0
 - HeteroAtoms <= 9.7

Output format:
Print each satisfying SMILES on its own line, and nothing else.",Cc1ccc(C(=O)CSc2nnc(-c3ccc(S(N)(=O)=O)cc3)o2)cc1,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
CCCOc1cc(OCCCCCCO)cc(Oc2cc3c(cc2NS(=O)(=O)c2cn(C)cn2)n(C)c(=O)n3C)c1
Cc1nc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCC(C)C)c2)n(C)c(=O)n3C)cn1C
CCCOc1cc(OCCCCCCN)cc(Oc2cc3c(cc2NS(=O)(=O)c2cn(C)cn2)n(C)c(=O)n3C)c1
CCCOc1cc(OCCCCN)cc(Oc2cc3c(cc2NS(=O)(=O)c2cn(C)cn2)n(C)c(=O)n3C)c1
CCCOc1cc(OCCCCN)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1
CCCOc1cc(OCCCCCN)cc(Oc2cc3c(cc2NS(=O)(=O)c2cn(C)cn2)n(C)c(=O)n3C)c1
CC(C)COc1cccc(Oc2cc3c(cc2NS(=O)(=O)C2CC2)n(C)c(=O)n3C)c1
CCCOc1cc(OCCCCN(C)C)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1
Cc1nc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCc4ccccc4)c2)n(C)c(=O)n3C)cn1C
COc1ccc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCc4ccccc4)c2)n(C)c(=O)n3C)cc1OC

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - AromaticRings <= 4.0
 - RingCount >= 4.0

Output format:
Print each satisfying SMILES on its own line, and nothing else.","Cc1nc(S(=O)(=O)Nc2cc3c(cc2Oc2cccc(OCC(C)C)c2)n(C)c(=O)n3C)cn1C
CC(C)COc1cccc(Oc2cc3c(cc2NS(=O)(=O)C2CC2)n(C)c(=O)n3C)c1",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
From the following SMILES list, output ALL molecules that satisfy ALL constraints below.
You must ONLY choose from the given SMILES and output them EXACTLY as provided (original strings).
If none satisfy, output an empty line.

SMILES:
COc1ccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(C#N)cc3)c2c1
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(Cl)cc3)c2c1
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3)c2c1
C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccccc12
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3Cl)c2c1
COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(F)cc3)c2c1

Constraints:
1) Lipinski Rule of Five MUST ALL be satisfied:
 - MolWt <= 500
 - NumHDonors <= 5
 - NumHAcceptors <= 10
 - MolLogP <= 5
2) Additional constraints:
 - RingCount <= 4.0
 - FractionCSP3 >= 0.13

Output format:
Print each satisfying SMILES on its own line, and nothing else.","C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccccc12
COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12",,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
Find the molecule sharing the MOST structural fragments with the FIRST molecule.
Fragments are defined by Morgan fingerprint (radius=2).

SMILES:
C=CCCCCC(NC(=O)c1cccc(O)c1OCCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
CC(C)CN(CC(O)C1CCCCCCCCOc2c(O)cccc2C(=O)N1)S(=O)(=O)c1ccc2c(c1)OCO2
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCCCCCCCOc3c(O)cccc3C(=O)N2)cc1
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCCCCCOc3c(O)cccc3C(=O)N2)cc1
C=CCCCCC(NC(=O)c1cccc(O)c1OCCCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCCCCCCOc3c(O)cccc3C(=O)N2)cc1
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCC/C=C\COc3c(O)cccc3C(=O)N2)cc1
C=CCCCCC(NC(=O)c1cccc(O)c1OCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1
CCCCCCCC(NC(=O)c1cccc(O)c1O)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1

Output format:
Print ONLY the selected SMILES and nothing else.",C=CCCCCC(NC(=O)c1cccc(O)c1OCCCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
Find the molecule MOST similar to the FIRST molecule.
Similarity is defined as Morgan fingerprint (radius=2, 2048 bits) Tanimoto similarity.

SMILES:
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(N)=O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCCCCCCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCCCCCCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N

Output format:
Print ONLY the selected SMILES and nothing else.",CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
Find the molecule MOST similar to the FIRST molecule.
Similarity is defined as Morgan fingerprint (radius=2, 2048 bits) Tanimoto similarity.

SMILES:
C[C@@H]1NC(=O)[C@H](CN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
C[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
C[C@@H]1NC(=O)[C@H](CN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
C[C@@H]1NC(=O)[C@H](CN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C1=O
N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O

Output format:
Print ONLY the selected SMILES and nothing else.",C[C@@H]1NC(=O)[C@H](CN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
Find the molecule MOST similar to the FIRST molecule.
Similarity is defined as Morgan fingerprint (radius=2, 2048 bits) Tanimoto similarity.

SMILES:
CCNC(=O)C(N)Cc1cccc(-c2cc3nc(NC)c4ncc(C)n4c3s2)c1
CNc1nc2cc(-c3cccc(CNCC(N)=O)c3)sc2n2c(C)cnc12
Cc1cnc2c(NCCNC=O)nc3cc(-c4ccccc4)sc3n12
CNc1nc2cc(-c3cccc(CCNC(C)=O)c3)sc2n2c(C)cnc12
CNc1nc2cc(-c3cccc(CCNS(N)(=O)=O)c3)sc2n2c(C)cnc12
CNc1nc2cc(-c3cccc(CC(N)C(=O)O)c3)sc2n2c(C)cnc12
Cc1cnc2c(NCCN)nc3cc(C4=NCN=C4)sc3n12
Cc1cnc2c(NCCN)nc3cc(-c4cccc(CCO)c4)sc3n12
CNc1nc2ccsc2n2c(C)cnc12
Cc1cnc2c(NCCO)nc3cc(-c4ccccc4)sc3n12

Output format:
Print ONLY the selected SMILES and nothing else.",CNc1nc2cc(-c3cccc(CC(N)C(=O)O)c3)sc2n2c(C)cnc12,,,,,,,,,,,,,,,,,,
"You are a cheminformatics assistant.

Task:
Find the molecule sharing the MOST structural fragments with the FIRST molecule.
Fragments are defined by Morgan fingerprint (radius=2).

SMILES:
Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1
COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1
O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1
O=C(O)COc1ccc(-c2nccs2)cc1-c1ccccc1
N#Cc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1
CN(c1ccc(-c2cc(F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1

Output format:
Print ONLY the selected SMILES and nothing else.",O=C(O)COc1ccc(-c2nccs2)cc1-c1ccccc1,,,,,,,,,,,,,,,,,,
